Place,County,StateCode,Population,ViolentCrime,PropertyCrime,SocietalCrime
happy,swisher,tx,6881,6,22,1
hardin,liberty,tx,2279,5,22,0
hargill,hidalgo,tx,888367,3951,4722,695
harker_heights,bell,tx,34001,272,611,143
harlingen,cameron,tx,72047,1338,2914,839
harper,gillespie,tx,27477,49,38,168
hart,castro,tx,8410,81,102,28
hartley,hartley,tx,5208,4,6,35
haskell,haskell,tx,3033,10,27,5
haslet,tarrant,tx,2154595,800,1187,758
havana,hidalgo,tx,888367,3951,4722,695
hawk_cove,hunt,tx,108282,525,797,147
hawkins,wood,tx,1353,15,18,5
hawley,jones,tx,575,2,0,1
hays,hays,tx,0,860,1534,485
hearne,robertson,tx,4517,61,56,23
heath,rockwall,tx,10661,70,83,89
hebbronville,jim_hogg,tx,4763,31,53,13
hebron,denton,tx,977281,276,591,284
hedley,donley,tx,3339,23,28,2
hedwig_village,harris,tx,2295,15,189,26
heidelberg,hidalgo,tx,888367,3951,4722,695
helotes,bexar,tx,9263,30,236,89
hemphill,sabine,tx,10048,31,48,9
hempstead,waller,tx,6388,81,178,42
henderson,rusk,tx,53333,299,448,178
henrietta,clay,tx,10486,56,89,81
hereford,deaf_smith,tx,14626,178,408,102
hermleigh,scurry,tx,16686,30,64,5
hewitt,mclennan,tx,16291,170,239,318
hickory_creek,denton,tx,5786,21,124,60
hico,hamilton,tx,1360,0,0,0
hidalgo,hidalgo,tx,14468,111,253,38
hideaway,smith,tx,241922,914,1457,462
higgins,lipscomb,tx,2854,10,7,2
highland_haven,burnet,tx,52502,251,333,117
highland_park,dallas,tx,8732,20,234,62
highland_village,denton,tx,15988,104,228,87
highlands,harris,tx,4780913,30962,80020,8524
hill_country_village,bexar,tx,939,2,49,8
hillcrest,brazoria,tx,388181,1262,2120,666
hillsboro,hill,tx,8407,116,215,66
hilltop_(frio_cnty),frio,tx,,,,
hilltop_lakes,leon,tx,16209,42,168,24
hilshire_village,harris,tx,4780913,30962,80020,8524
hitchcock,galveston,tx,7502,184,248,71
holiday_beach,aransas,tx,24944,86,173,52
holiday_lakes,brazoria,tx,388181,1262,2120,666
holland,bell,tx,388386,567,741,239
holliday,archer,tx,,,,
holly_lake_ranch,wood,tx,46857,231,352,97
hollywood_park,bexar,tx,3091,10,98,56
homestead_meadows_north,el_paso,tx,868763,2106,2077,1338
homestead_meadows_south,el_paso,tx,868763,2106,2077,1338
hondo,medina,tx,8522,127,246,102
honey_grove,fannin,tx,1789,17,21,9
hooks,bowie,tx,2510,21,49,8
horizon_city,el_paso,tx,23726,168,345,92
hornsby_bend,travis,tx,1326436,3026,5740,415
horseshoe_bay,llano,tx,4693,28,76,25
horseshoe_bend,parker,tx,165834,644,1583,253
houston,harris,tx,2276533,67409,145671,15577
howardwick,donley,tx,3339,23,28,2
howe,grayson,tx,3659,32,26,53
hubbard,hill,tx,37329,11,20,3
hudson,angelina,tx,2547,22,122,1
hudson_bend,travis,tx,1326436,3026,5740,415
hudson_oaks,parker,tx,2547,22,122,1
hughes_springs,cass,tx,1542,2,2,1
hull,liberty,tx,101992,646,1137,171
humble,harris,tx,16085,459,2356,300
hungerford,wharton,tx,41824,266,430,177
hunters_creek_village,harris,tx,4780913,30962,80020,8524
huntington,angelina,tx,2020,18,30,0
huntsville,walker,tx,46780,636,1252,351
hurst,tarrant,tx,39796,476,1274,454
hutchins,dallas,tx,5594,119,413,55
hutto,williamson,tx,33891,216,355,173
huxley,shelby,tx,24008,153,224,50
iago,wharton,tx,41824,266,430,177
idalou,lubbock,tx,2118,10,21,12
iglesia_antigua,cameron,tx,425208,1557,1090,257
impact,taylor,tx,145163,106,123,184
imperial,pecos,tx,,,,
indian_hills,hidalgo,tx,888367,3951,4722,695
indian_lake,cameron,tx,425208,1557,1090,257
indian_springs,polk,tx,53255,433,658,87
industry,austin,tx,31097,90,195,157
inez,victoria,tx,91065,357,391,316
ingleside,san_patricio,tx,10207,177,317,74
ingleside_on_the_bay,san_patricio,tx,,,,
ingram,kerr,tx,1834,28,47,25
iola,grimes,tx,30754,182,268,36
iowa_colony,brazoria,tx,11056,81,115,14
iowa_park,wichita,tx,6595,25,51,23
iraan,pecos,tx,,,,
iredell,bosque,tx,18697,35,63,55
irving,dallas,tx,254141,4176,10116,4074
italy,ellis,tx,2038,9,28,15
itasca,hill,tx,1682,3,2,5
ivanhoe,tyler,tx,20030,75,171,33
jacinto_city,harris,tx,9190,83,421,52
jacksboro,jack,tx,4292,36,59,48
jacksonville,cherokee,tx,14196,314,564,324
jamaica_beach,galveston,tx,1065,3,9,5
jarrell,williamson,tx,2469,22,33,14
jasper,jasper,tx,7706,177,381,54
jayton,kent,tx,,,,
jefferson,marion,tx,1830,19,27,11
jersey_village,harris,tx,7575,74,427,255
jewett,leon,tx,16209,42,168,24
joaquin,shelby,tx,24008,153,224,50
johnson_city,blanco,tx,12418,45,105,12
jolly,clay,tx,10486,56,89,81
jones_creek,brazoria,tx,388181,1262,2120,666
jonestown,travis,tx,2506,35,59,23
josephine,collin,tx,4711,28,39,4
joshua,johnson,tx,8256,51,127,171
jourdanton,atascosa,tx,4179,44,39,55
juarez,cameron,tx,425208,1557,1090,257
junction,kimble,tx,2536,13,9,5
justin,denton,tx,977281,276,591,284
karnes_city,karnes,tx,3271,18,51,59
katy,harris,tx,25511,280,1234,374
kaufman,kaufman,tx,7829,67,102,205
k-bar_ranch,jim_wells,tx,38826,250,372,128
keene,johnson,tx,6355,90,105,25
keller,tarrant,tx,45080,227,557,227
kemah,galveston,tx,1794,54,93,41
kemp,kaufman,tx,1237,17,40,2
kempner,lampasas,tx,1211,2,1,0
kendleton,fort_bend,tx,889146,5125,9619,886
kenedy,karnes,tx,3589,37,127,21
kenefick,liberty,tx,101992,646,1137,171
kennard,houston,tx,21950,38,133,24
kennedale,tarrant,tx,8417,89,167,94
kerens,navarro,tx,1518,14,21,6
kermit,winkler,tx,5749,21,34,4
kerrville,kerr,tx,24696,345,363,240
kilgore,gregg,tx,13419,263,433,763
killeen,bell,tx,159546,2981,4468,2090
kingsbury,guadalupe,tx,,,,
kingsland,llano,tx,22540,194,227,111
kingsville,kleberg,tx,24802,543,1090,289
kirby,bexar,tx,8069,138,304,56
kirbyville,jasper,tx,32484,121,267,75
kirvin,freestone,tx,19950,56,99,66
knippa,uvalde,tx,24940,95,98,70
knollwood,grayson,tx,143131,232,610,209
knox_city,knox,tx,1047,8,30,9
kosse,limestone,tx,22253,157,226,50
kountze,hardin,tx,2371,7,22,7
kress,swisher,tx,6881,6,22,1
krugerville,denton,tx,977281,276,591,284
krum,denton,tx,977281,276,591,284
kurten,brazos,tx,242014,363,643,363
kyle,hays,tx,57724,686,1235,492
la_blanca,hidalgo,tx,888367,3951,4722,695
la_carla,starr,tx,65728,187,154,27
la_escondida,starr,tx,65728,187,154,27
la_esperanza,starr,tx,65728,187,154,27
la_feria,cameron,tx,6791,105,220,48
la_feria_north,cameron,tx,425208,1557,1090,257
la_grange,fayette,tx,4455,82,131,22
la_grulla,starr,tx,1208,14,11,2
la_homa,hidalgo,tx,888367,3951,4722,695
la_joya,hidalgo,tx,4666,32,35,53
la_loma_de_falcon,starr,tx,65728,187,154,27
la_marque,galveston,tx,19068,543,900,177
