Place,City,County,StateCode
moose_creek,moose_creek,fairbanks_north_star_borough,ak
moose_pass,moose_pass,kenai_peninsula_borough,ak
mosquito_lake,mosquito_lake,haines_borough,ak
mountain_village,mountain_village,wade_hampton_census_area,ak
mud_bay,mud_bay,haines_borough,ak
naknek,naknek,bristol_bay_borough,ak
nanwalek,nanwalek,kenai_peninsula_borough,ak
napakiak,napakiak,bethel_census_area,ak
napaskiak,napaskiak,bethel_census_area,ak
naukati_bay,naukati_bay,prince_of_wales-hyder_census_area,ak
nelchina,nelchina,valdez-cordova_census_area,ak
nelson_lagoon,nelson_lagoon,aleutians_east_borough,ak
nenana,nenana,yukon-koyukuk_census_area,ak
new_stuyahok,new_stuyahok,dillingham_census_area,ak
newhalen,newhalen,lake_and_peninsula_borough,ak
newtok,newtok,bethel_census_area,ak
nightmute,nightmute,bethel_census_area,ak
nikiski,nikiski,kenai_peninsula_borough,ak
nikolaevsk,nikolaevsk,kenai_peninsula_borough,ak
nikolai,nikolai,yukon-koyukuk_census_area,ak
nikolski,nikolski,aleutians_west_census_area,ak
ninilchik,ninilchik,kenai_peninsula_borough,ak
noatak,noatak,northwest_arctic_borough,ak
nome,nome,nome_census_area,ak
nondalton,nondalton,lake_and_peninsula_borough,ak
noorvik,noorvik,northwest_arctic_borough,ak
north_pole,north_pole,fairbanks_north_star_borough,ak
northway,northway,southeast_fairbanks_census_area,ak
northway_junction,northway_junction,southeast_fairbanks_census_area,ak
northway_village,northway_village,southeast_fairbanks_census_area,ak
nuiqsut,nuiqsut,north_slope_borough,ak
nulato,nulato,yukon-koyukuk_census_area,ak
nunam_iqua,nunam_iqua,wade_hampton_census_area,ak
nunapitchuk,nunapitchuk,bethel_census_area,ak
old_harbor,old_harbor,kodiak_island_borough,ak
oscarville,oscarville,bethel_census_area,ak
ouzinkie,ouzinkie,kodiak_island_borough,ak
palmer,palmer,matanuska-susitna_borough,ak
paxson,paxson,valdez-cordova_census_area,ak
pedro_bay,pedro_bay,lake_and_peninsula_borough,ak
pelican,pelican,hoonah-angoon_census_area,ak
perryville,perryville,lake_and_peninsula_borough,ak
petersburg,petersburg,petersburg_census_area,ak
pilot_point,pilot_point,lake_and_peninsula_borough,ak
pilot_station,pilot_station,wade_hampton_census_area,ak
pitkas_point,pitkas_point,wade_hampton_census_area,ak
platinum,platinum,bethel_census_area,ak
pleasant_valley,pleasant_valley,fairbanks_north_star_borough,ak
point_baker,point_baker,prince_of_wales-hyder_census_area,ak
point_hope,point_hope,north_slope_borough,ak
point_lay,point_lay,north_slope_borough,ak
point_mackenzie,point_mackenzie,matanuska-susitna_borough,ak
port_alexander,port_alexander,petersburg_census_area,ak
port_alsworth,port_alsworth,lake_and_peninsula_borough,ak
port_clarence,port_clarence,nome_census_area,ak
port_graham,port_graham,kenai_peninsula_borough,ak
port_heiden,port_heiden,lake_and_peninsula_borough,ak
port_lions,port_lions,kodiak_island_borough,ak
port_protection,port_protection,prince_of_wales-hyder_census_area,ak
primrose,primrose,kenai_peninsula_borough,ak
prudhoe_bay,prudhoe_bay,north_slope_borough,ak
quinhagak,quinhagak,bethel_census_area,ak
rampart,rampart,yukon-koyukuk_census_area,ak
red_devil,red_devil,bethel_census_area,ak
red_dog_mine,red_dog_mine,northwest_arctic_borough,ak
ridgeway,ridgeway,kenai_peninsula_borough,ak
ruby,ruby,yukon-koyukuk_census_area,ak
russian_mission,russian_mission,wade_hampton_census_area,ak
salamatof,salamatof,kenai_peninsula_borough,ak
salcha,salcha,fairbanks_north_star_borough,ak
sand_point,sand_point,aleutians_east_borough,ak
savoonga,savoonga,nome_census_area,ak
saxman,saxman,ketchikan_gateway_borough,ak
scammon_bay,scammon_bay,wade_hampton_census_area,ak
selawik,selawik,northwest_arctic_borough,ak
seldovia,seldovia,kenai_peninsula_borough,ak
seldovia_village,seldovia_village,kenai_peninsula_borough,ak
seward,seward,kenai_peninsula_borough,ak
shageluk,shageluk,yukon-koyukuk_census_area,ak
shaktoolik,shaktoolik,nome_census_area,ak
shishmaref,shishmaref,nome_census_area,ak
shungnak,shungnak,northwest_arctic_borough,ak
silver_springs,silver_springs,valdez-cordova_census_area,ak
sitka,sitka,sitka_city_and_borough,ak
skagway,skagway,skagway_municipality,ak
skwentna,skwentna,matanuska-susitna_borough,ak
slana,slana,valdez-cordova_census_area,ak
sleetmute,sleetmute,bethel_census_area,ak
soldotna,soldotna,kenai_peninsula_borough,ak
south_naknek,south_naknek,bristol_bay_borough,ak
south_van_horn,south_van_horn,fairbanks_north_star_borough,ak
st._george,st._george,aleutians_west_census_area,ak
st._mary's,st._mary's,wade_hampton_census_area,ak
st._michael,st._michael,nome_census_area,ak
st._paul,st._paul,aleutians_west_census_area,ak
stebbins,stebbins,nome_census_area,ak
steele_creek,steele_creek,fairbanks_north_star_borough,ak
sterling,sterling,kenai_peninsula_borough,ak
stevens_village,stevens_village,yukon-koyukuk_census_area,ak
stony_river,stony_river,bethel_census_area,ak
sunrise,sunrise,kenai_peninsula_borough,ak
susitna,susitna,matanuska-susitna_borough,ak
susitna_north,susitna_north,matanuska-susitna_borough,ak
sutton-alpine,sutton-alpine,matanuska-susitna_borough,ak
takotna,takotna,yukon-koyukuk_census_area,ak
talkeetna,talkeetna,matanuska-susitna_borough,ak
tanacross,tanacross,southeast_fairbanks_census_area,ak
tanaina,tanaina,matanuska-susitna_borough,ak
tanana,tanana,yukon-koyukuk_census_area,ak
tatitlek,tatitlek,valdez-cordova_census_area,ak
tazlina,tazlina,valdez-cordova_census_area,ak
teller,teller,nome_census_area,ak
tenakee_springs,tenakee_springs,hoonah-angoon_census_area,ak
tetlin,tetlin,southeast_fairbanks_census_area,ak
thorne_bay,thorne_bay,prince_of_wales-hyder_census_area,ak
togiak,togiak,dillingham_census_area,ak
tok,tok,southeast_fairbanks_census_area,ak
toksook_bay,toksook_bay,bethel_census_area,ak
tonsina,tonsina,valdez-cordova_census_area,ak
trapper_creek,trapper_creek,matanuska-susitna_borough,ak
tuluksak,tuluksak,bethel_census_area,ak
tuntutuliak,tuntutuliak,bethel_census_area,ak
tununak,tununak,bethel_census_area,ak
twin_hills,twin_hills,dillingham_census_area,ak
two_rivers,two_rivers,fairbanks_north_star_borough,ak
tyonek,tyonek,kenai_peninsula_borough,ak
ugashik,ugashik,lake_and_peninsula_borough,ak
unalakleet,unalakleet,nome_census_area,ak
unalaska,unalaska,aleutians_west_census_area,ak
upper_kalskag,upper_kalskag,bethel_census_area,ak
valdez,valdez,valdez-cordova_census_area,ak
venetie,venetie,yukon-koyukuk_census_area,ak
wainwright,wainwright,north_slope_borough,ak
wales,wales,nome_census_area,ak
wasilla,wasilla,matanuska-susitna_borough,ak
whale_pass,whale_pass,prince_of_wales-hyder_census_area,ak
white_mountain,white_mountain,nome_census_area,ak
whitestone,whitestone,southeast_fairbanks_census_area,ak
whitestone_logging_camp,whitestone_logging_camp,hoonah-angoon_census_area,ak
whittier,whittier,valdez-cordova_census_area,ak
willow,willow,matanuska-susitna_borough,ak
willow_creek,willow_creek,valdez-cordova_census_area,ak
womens_bay,womens_bay,kodiak_island_borough,ak
wrangell,wrangell,wrangell_city_and_borough,ak
yakutat,yakutat,yakutat_city_and_borough,ak
aguila,aguila,maricopa,az
ajo,ajo,pima,az
ak_chin,ak_chin,pima,az
ak-chin_village,ak-chin_village,pinal,az
alamo_lake,alamo_lake,la_paz,az
ali_chuk,ali_chuk,pima,az
ali_chukson,ali_chukson,pima,az
ali_molina,ali_molina,pima,az
alpine,alpine,apache,az
amado,amado,santa_cruz,az
anegam,anegam,pima,az
antares,antares,mohave,az
anthem,anthem,maricopa,az
apache_junction,apache_junction,pinal,az
arivaca,arivaca,pima,az
arivaca_junction,arivaca_junction,pima,az
arizona_city,arizona_city,pinal,az
arizona_village,arizona_village,mohave,az
arlington,arlington,maricopa,az
ash_fork,ash_fork,yavapai,az
avenue_b_and_c,avenue_b_and_c,yuma,az
avondale,avondale,maricopa,az
avra_valley,avra_valley,pima,az
aztec,aztec,yuma,az
bagdad,bagdad,yavapai,az
bear_flat,bear_flat,gila,az
beaver_dam,beaver_dam,mohave,az
beaver_valley,beaver_valley,gila,az
benson,benson,cochise,az
beyerville,beyerville,santa_cruz,az
bisbee,bisbee,cochise,az
bitter_springs,bitter_springs,coconino,az
black_canyon_city,black_canyon_city,yavapai,az
blackwater,blackwater,pinal,az
bluewater,bluewater,la_paz,az
bouse,bouse,la_paz,az
bowie,bowie,cochise,az
brenda,brenda,la_paz,az
bryce,bryce,graham,az
buckeye,buckeye,maricopa,az
bullhead_city,bullhead_city,mohave,az
burnside,burnside,apache,az
bylas,bylas,graham,az
cactus_flats,cactus_flats,graham,az
cactus_forest,cactus_forest,pinal,az
cameron,cameron,coconino,az
camp_verde,camp_verde,yavapai,az
campo_bonito,campo_bonito,pinal,az
cane_beds,cane_beds,mohave,az
canyon_day,canyon_day,gila,az
carefree,carefree,maricopa,az
carrizo,carrizo,gila,az
casa_blanca,casa_blanca,pinal,az
casa_grande,casa_grande,pinal,az
casas_adobes,casas_adobes,pima,az
catalina,catalina,pima,az
catalina_foothills,catalina_foothills,pima,az
cave_creek,cave_creek,maricopa,az
cedar_creek,cedar_creek,gila,az
centennial_park,centennial_park,mohave,az
central,central,graham,az
central_heights-midland_city,central_heights-midland_city,gila,az
chandler,chandler,maricopa,az
charco,charco,pima,az
chiawuli_tak,chiawuli_tak,pima,az
chilchinbito,chilchinbito,navajo,az
chinle,chinle,apache,az
chino_valley,chino_valley,yavapai,az
chloride,chloride,mohave,az
christopher_creek,christopher_creek,gila,az
chuichu,chuichu,pinal,az
cibecue,cibecue,navajo,az
cibola,cibola,la_paz,az
cienega_springs,cienega_springs,la_paz,az
citrus_park,citrus_park,maricopa,az
clacks_canyon,clacks_canyon,mohave,az
clarkdale,clarkdale,yavapai,az
clay_springs,clay_springs,navajo,az
claypool,claypool,gila,az
clifton,clifton,greenlee,az
colorado_city,colorado_city,mohave,az
concho,concho,apache,az
congress,congress,yavapai,az
coolidge,coolidge,pinal,az
copper_hill,copper_hill,gila,az
cordes_lakes,cordes_lakes,yavapai,az
cornfields,cornfields,apache,az
cornville,cornville,yavapai,az
corona_de_tucson,corona_de_tucson,pima,az
cottonwood,cottonwood,yavapai,az
cottonwood_cdp,cottonwood_cdp,apache,az
cowlic,cowlic,pima,az
crozier,crozier,mohave,az
crystal_beach,crystal_beach,mohave,az
cutter,cutter,gila,az
dateland,dateland,yuma,az
deer_creek,deer_creek,gila,az
del_muerto,del_muerto,apache,az
dennehotso,dennehotso,apache,az
desert_hills,desert_hills,mohave,az
dewey-humboldt,dewey-humboldt,yavapai,az
dilkon,dilkon,navajo,az
dolan_springs,dolan_springs,mohave,az
doney_park,doney_park,coconino,az
donovan_estates,donovan_estates,yuma,az
douglas,douglas,cochise,az
dragoon,dragoon,cochise,az
drexel_heights,drexel_heights,pima,az
dripping_springs,dripping_springs,gila,az
drysdale,drysdale,yuma,az
dudleyville,dudleyville,pinal,az
duncan,duncan,greenlee,az
eagar,eagar,apache,az
east_fork,east_fork,navajo,az
east_globe,east_globe,gila,az
east_verde_estates,east_verde_estates,gila,az
ehrenberg,ehrenberg,la_paz,az
el_capitan,el_capitan,gila,az
el_mirage,el_mirage,maricopa,az
el_prado_estates,el_prado_estates,yuma,az
elephant_head,elephant_head,pima,az
elfrida,elfrida,cochise,az
elgin,elgin,santa_cruz,az
eloy,eloy,pinal,az
first_mesa,first_mesa,navajo,az
flagstaff,flagstaff,coconino,az
florence,florence,pinal,az
flowing_springs,flowing_springs,gila,az
flowing_wells,flowing_wells,pima,az
fort_apache,fort_apache,navajo,az
fort_defiance,fort_defiance,apache,az
fort_mohave,fort_mohave,mohave,az
fort_thomas,fort_thomas,graham,az
fort_valley,fort_valley,coconino,az
fortuna_foothills,fortuna_foothills,yuma,az
fountain_hills,fountain_hills,maricopa,az
franklin,franklin,greenlee,az
fredonia,fredonia,coconino,az
freedom_acres,freedom_acres,gila,az
gadsden,gadsden,yuma,az
ganado,ganado,apache,az
geronimo_estates,geronimo_estates,gila,az
gila_bend,gila_bend,maricopa,az
gila_crossing,gila_crossing,maricopa,az
gilbert,gilbert,maricopa,az
gisela,gisela,gila,az
glendale,glendale,maricopa,az
globe,globe,gila,az
gold_canyon,gold_canyon,pinal,az
golden_shores,golden_shores,mohave,az
golden_valley,golden_valley,mohave,az
goodyear,goodyear,maricopa,az
goodyear_village,goodyear_village,pinal,az
grand_canyon_village,grand_canyon_village,coconino,az
greasewood,greasewood,navajo,az
green_valley,green_valley,pima,az
gu_oidak,gu_oidak,pima,az
guadalupe,guadalupe,maricopa,az
hackberry,hackberry,mohave,az
haigler_creek,haigler_creek,gila,az
haivana_nakya,haivana_nakya,pima,az
hard_rock,hard_rock,navajo,az
hayden,hayden,gila,az
heber-overgaard,heber-overgaard,navajo,az
holbrook,holbrook,navajo,az
hondah,hondah,navajo,az
hotevilla-bacavi,hotevilla-bacavi,navajo,az
houck,houck,apache,az
huachuca_city,huachuca_city,cochise,az
hunter_creek,hunter_creek,gila,az
icehouse_canyon,icehouse_canyon,gila,az
indian_wells,indian_wells,navajo,az
jakes_corner,jakes_corner,gila,az
jeddito,jeddito,navajo,az
jerome,jerome,yavapai,az
joseph_city,joseph_city,navajo,az
kachina_village,kachina_village,coconino,az
kaibab,kaibab,mohave,az
kaibito,kaibito,coconino,az
kaka,kaka,maricopa,az
katherine,katherine,mohave,az
kayenta,kayenta,navajo,az
keams_canyon,keams_canyon,navajo,az
kearny,kearny,pinal,az
kingman,kingman,mohave,az
kino_springs,kino_springs,santa_cruz,az
klagetoh,klagetoh,apache,az
ko_vaya,ko_vaya,pima,az
kohatk,kohatk,pinal,az
kohls_ranch,kohls_ranch,gila,az
komatke,komatke,maricopa,az
kykotsmovi_village,kykotsmovi_village,navajo,az
la_paz_valley,la_paz_valley,la_paz,az
lake_havasu_city,lake_havasu_city,mohave,az
lake_montezuma,lake_montezuma,yavapai,az
lake_of_the_woods,lake_of_the_woods,navajo,az
lazy_y_u,lazy_y_u,mohave,az
lechee,lechee,coconino,az
leupp,leupp,coconino,az
linden,linden,navajo,az
litchfield_park,litchfield_park,maricopa,az
littlefield,littlefield,mohave,az
littletown,littletown,pima,az
low_mountain,low_mountain,navajo,az
lower_santan_village,lower_santan_village,pinal,az
lukachukai,lukachukai,apache,az
lupton,lupton,apache,az
maish_vaya,maish_vaya,pima,az
mammoth,mammoth,pinal,az
many_farms,many_farms,apache,az
marana,marana,pima,az
maricopa,maricopa,pinal,az
maricopa_colony,maricopa_colony,maricopa,az
martinez_lake,martinez_lake,yuma,az
mayer,mayer,yavapai,az
mcnary,mcnary,apache,az
mcneal,mcneal,cochise,az
mead_ranch,mead_ranch,gila,az
meadview,meadview,mohave,az
mesa,mesa,maricopa,az
mesa_del_caballo,mesa_del_caballo,gila,az
mescal,mescal,cochise,az
mesquite_creek,mesquite_creek,mohave,az
miami,miami,gila,az
miracle_valley,miracle_valley,cochise,az
moccasin,moccasin,mohave,az
moenkopi,moenkopi,coconino,az
mohave_valley,mohave_valley,mohave,az
mojave_ranch_estates,mojave_ranch_estates,mohave,az
morenci,morenci,greenlee,az
morristown,morristown,maricopa,az
mountainaire,mountainaire,coconino,az
munds_park,munds_park,coconino,az
naco,naco,cochise,az
nazlini,nazlini,apache,az
nelson,nelson,pima,az
new_kingman-butler,new_kingman-butler,mohave,az
new_river,new_river,maricopa,az
nogales,nogales,santa_cruz,az
north_fork,north_fork,navajo,az
nutrioso,nutrioso,apache,az
oak_springs,oak_springs,apache,az
oatman,oatman,mohave,az
oljato-monument_valley,oljato-monument_valley,navajo,az
oracle,oracle,pinal,az
orange_grove_mobile_manor,orange_grove_mobile_manor,yuma,az
oro_valley,oro_valley,pima,az
oxbow_estates,oxbow_estates,gila,az
padre_ranchitos,padre_ranchitos,yuma,az
page,page,coconino,az
palominas,palominas,cochise,az
paradise_valley,paradise_valley,maricopa,az
parker,parker,la_paz,az
parker_strip,parker_strip,la_paz,az
parks,parks,coconino,az
patagonia,patagonia,santa_cruz,az
paulden,paulden,yavapai,az
payson,payson,gila,az
peach_springs,peach_springs,mohave,az
peeples_valley,peeples_valley,yavapai,az
peoria,peoria,maricopa,az
peridot,peridot,graham,az
phoenix,phoenix,maricopa,az
picacho,picacho,pinal,az
picture_rocks,picture_rocks,pima,az
pima,pima,graham,az
pimaco_two,pimaco_two,pima,az
pinal,pinal,gila,az
pine,pine,gila,az
pine_lake,pine_lake,mohave,az
pinedale,pinedale,navajo,az
pinetop_country_club,pinetop_country_club,navajo,az
pinetop-lakeside,pinetop-lakeside,navajo,az
pinion_pines,pinion_pines,mohave,az
pinon,pinon,navajo,az
pirtleville,pirtleville,cochise,az
pisinemo,pisinemo,pima,az
poston,poston,la_paz,az
prescott,prescott,yavapai,az
prescott_valley,prescott_valley,yavapai,az
quartzsite,quartzsite,la_paz,az
queen_creek,queen_creek,maricopa,az
queen_valley,queen_valley,pinal,az
rainbow_city,rainbow_city,navajo,az
rancho_mesa_verde,rancho_mesa_verde,yuma,az
red_mesa,red_mesa,apache,az
red_rock_(apache_cnty),red_rock,apache,az
red_rock_(pinal_cnty),red_rock,pinal,az
rillito,rillito,pima,az
rincon_valley,rincon_valley,pima,az
rio_rico,rio_rico,santa_cruz,az
rio_verde,rio_verde,maricopa,az
rock_house,rock_house,gila,az
rock_point,rock_point,apache,az
roosevelt,roosevelt,gila,az
rough_rock,rough_rock,apache,az
round_rock,round_rock,apache,az
round_valley,round_valley,gila,az
rye,rye,gila,az
sacate_village,sacate_village,pinal,az
sacaton,sacaton,pinal,az
sacaton_flats_village,sacaton_flats_village,pinal,az
saddlebrooke,saddlebrooke,pinal,az
safford,safford,graham,az
sahuarita,sahuarita,pima,az
salome,salome,la_paz,az
san_carlos,san_carlos,gila,az
san_jose,san_jose,graham,az
san_luis,san_luis,yuma,az
san_manuel,san_manuel,pinal,az
san_miguel,san_miguel,pima,az
san_simon,san_simon,cochise,az
san_tan_valley,san_tan_valley,pinal,az
sanders,sanders,apache,az
santa_rosa,santa_rosa,pima,az
sawmill,sawmill,apache,az
scenic,scenic,mohave,az
scottsdale,scottsdale,maricopa,az
seba_dalkai,seba_dalkai,navajo,az
second_mesa,second_mesa,navajo,az
sedona,sedona,yavapai,az
sehili,sehili,apache,az
seligman,seligman,yavapai,az
sells,sells,pima,az
seven_mile,seven_mile,navajo,az
shongopovi,shongopovi,navajo,az
shonto,shonto,navajo,az
show_low,show_low,navajo,az
sierra_vista,sierra_vista,cochise,az
sierra_vista_southeast,sierra_vista_southeast,cochise,az
six_shooter_canyon,six_shooter_canyon,gila,az
snowflake,snowflake,navajo,az
so-hi,so-hi,mohave,az
solomon,solomon,graham,az
somerton,somerton,yuma,az
sonoita,sonoita,santa_cruz,az
south_komelik,south_komelik,pima,az
south_tucson,south_tucson,pima,az
spring_valley,spring_valley,yavapai,az
springerville,springerville,apache,az
st._david,st._david,cochise,az
st._johns,st._johns,apache,az
st._johns_cdp,st._johns_cdp,maricopa,az
st._michaels,st._michaels,apache,az
stanfield,stanfield,pinal,az
star_valley,star_valley,gila,az
steamboat,steamboat,apache,az
stotonic_village,stotonic_village,pinal,az
strawberry,strawberry,gila,az
summerhaven,summerhaven,pima,az
summit,summit,pima,az
sun_city,sun_city,maricopa,az
sun_city_west,sun_city_west,maricopa,az
sun_lakes,sun_lakes,maricopa,az
sun_valley,sun_valley,navajo,az
sunizona,sunizona,cochise,az
sunwest,sunwest,la_paz,az
supai,supai,coconino,az
superior,superior,pinal,az
surprise,surprise,maricopa,az
